"2022-08-31T09:21:00"	"公邸発"
"2022-08-31T09:25:00"	"自民党本部着"
"2022-08-31T09:33:00"	"自民党役員会（～09：53）"
"2022-08-31T09:55:00"	"自民党本部発"
"2022-08-31T09:57:00"	"官邸着"
"2022-08-31T09:58:00"	"報道各社のインタビュー（～10：01）"
"2022-08-31T10:05:00"	"原宏彰内閣府官房長（～10：13）"
"2022-08-31T11:00:00"	"記者会見（～12：06）"
"2022-08-31T13:58:00"	"中谷元総理補佐官と面会（～14：07）"
"2022-08-31T14:08:00"	"岸信夫総理補佐官と面会（～14：10）"
"2022-08-31T14:56:00"	"遠藤利明自民党総務会長と面会（～15：29）"
"2022-08-31T15:30:00"	"瀧澤裕昭内閣情報官と面会（～１５：４０）"
"2022-08-31T16:04:00"	"武井俊輔外務副大臣、外務省の山田重夫外務審議官、海部篤軍縮不拡散・科学部長と面会（～１６：２０）"
"2022-08-31T16:21:00"	"武井外務副大臣と面会（～１６：２６）"
"2022-08-31T16:27:00"	"寺田稔総務大臣、加藤勝信厚生労働大臣、大串正樹デジタル副大臣、栗生俊一官房副長官、赤石浩一デジタル審議官、内藤尚志総務審議官、大島一博厚労事務次官（～16：51）"
"2022-08-31T16:52:00"	"寺田総務大臣と面会（～17：03）"
"2022-08-31T17:16:00"	"野村哲郎農水大臣、横山紳農林水産事務次官と面会（～17：26）"
"2022-08-31T17:53:00"	"徒歩で官邸発"
"2022-08-31T17:54:00"	"公邸着"
"2022-08-31T18:41:00"	"公邸発"
"2022-08-31T19:06:00"	"「イワキメガネ渋谷店」で眼鏡の修理"
"2022-08-31T19:14:00"	"「イワキメガネ渋谷店」発"
"2022-08-31T19:31:00"	"東京・永田町のコンビニエンスストア「セブンｰイレブン赤坂東急プラザ店」でＡＴＭを利用。"
"2022-08-31T19:37:00"	"東京・永田町のコンビニエンスストア「セブンｰイレブン赤坂東急プラザ店」発"
"2022-08-31T19:40:00"	"公邸着"
"2022-08-30T10:00:00"	"オンラインで閣議（～10：08）"
"2022-08-30T10:10:00"	"オンラインで岡田直樹デジタル田園都市国家構想担当大臣、土生栄二内閣官房デジタル田園都市国家構想実現会議事務局長、内閣府の井上裕之内閣府審議官、林幸宏政策統括官と面会（～10：29）"
"2022-08-30T11:07:00"	"国家安全保障会議にオンラインで出席（～11：33）"
"2022-08-30T13:55:00"	"オンラインで秋葉賢也復興大臣、石田優復興庁事務次官と面会（～14：08）"
"2022-08-29T13:10:00"	"オンラインで松野博一官房長官、磯崎仁彦、栗生俊一官房福長官と面会（～13:30）"
"2022-08-29T14:25:00"	"オンラインで永岡桂子文部科学大臣、藤井健志官房副長官補と面会（～14:46）"
"2022-08-29T15:00:00"	"オンラインで秋葉剛男国家安全保障局長、外務省の岡野正敬総合外交政策局長、防衛省の増田和夫防衛政策局長、山崎幸二統合幕僚長と面会（～15:24）"
"2022-08-29T17:00:00"	"オンラインで河野太郎デジタル大臣、冨安泰一郎デジタル庁戦略・組織グループ長と面会（～17:06）"
"2022-08-29T17:50:00"	"執務終了"
"2022-08-28T09:00:00"	"午前 | 午前中は来客なく、公邸で過ごす"
"2022-08-28T19:04:00"	"オンラインで南スーダンのアブデルバギ副大統領の表敬(～19:26)"
"2022-08-28T19:30:00"	"オンラインでジブチのアブドゥルカデル首相と会談(～19:55）"
"2022-08-28T20:00:00"	"オンラインでアフリカ連合（ＡＵ）のファキ委員長と会談（～20:21）"
"2022-08-28T21:31:00"	"オンラインで第８回アフリカ開発会議（ＴＩＣＡＤ）閉会式に出席し、あいさつ（～21:35）"
"2022-08-28T22:40:00"	"オンラインでチュニジアのサイード大統領、セネガルのサル大統領らと共同記者会見（～22:46）"
"2022-08-27T13:50:00"	"武井俊輔外務副大臣と電話（～13:59）"
"2022-08-27T14:00:00"	"オンラインで外務省の森健良事務次官、山田重夫外務審議官、海部篤軍縮不拡散・科学部長と面会(～14:35)"
"2022-08-27T15:08:00"	"オンラインで報道各社のインタビュー（～15:25）"
"2022-08-27T18:28:00"	"オンラインで第８回アフリカ開発会議（ＴＩＣＡＤ）開会式に出席し、演説(～18:40)"
"2022-08-27T19:24:00"	"オンラインでセネガルのサル大統領と首脳会談(～19:47)"
"2022-08-27T19:53:00"	"オンラインでリビアのメンフィ首脳評議会議長と首脳会談(～20:20）"
"2022-08-27T20:24:00"	"オンラインでタンザニアのマジャリワ首相と首脳会談(～20:52)"
"2022-08-27T20:57:00"	"オンラインでエジプトのマドブリ首相と首脳会談(～21:21)"
"2022-08-26T10:00:00"	"オンラインで閣議に出席(～10:14)"
