5/31	8:49	東京・富ヶ谷の私邸発	
5/31	9:09	官邸着　「おはよう」と右手をあげて話す。	
5/31	9:10	野田女性活躍担当大臣と面会（~09:31）	
5/31	9:37	沖縄県の富川盛武副知事とミス沖縄の山城美希さん、末吉古都子さんから「かりゆしウエア」の贈呈を受ける。（～09:47）	
5/31	10:00	茂木経済再生担当大臣と面会　内閣府の新原浩朗政策統括官と同席	
5/31	10:37	内閣府の新原政策統括官が出る	
5/31	10:45	茂木大臣が出る	
5/31	10:46	拉致対策本部の石川正一郎事務局長と面会（～11:03）	
5/31	11:04	自民党の人工知能未来社会経済戦略本部の本部長を務める塩谷立衆議院議員らから提言書の手交を受ける。（～11:08）	
5/31	11:20	神奈川県箱根町の山口昇士町長らの表敬（～11:28）	
5/31	11:37	自民党の人生100年時代戦略本部の本部長を務める岸田政調会長らから提言書の手交を受ける。（～12:03）	
5/31	12:54	フランス国民議会のドルジー議長らの表敬（～13:12）	
5/31	13:52	官邸発	
5/31	13:54	国会着	
5/31	13:55	衆議院本会議場入り　本会議に出席	
5/31	14:04	本会議場を出る	
5/31	14:05	国会発	
5/31	14:16	東京・大手町の経団連会館着　経団連定時総会に出席　「長年の悲願だったデフレ脱却への正念場だ」などと述べ、アベノミクスを加速させるため経団連の協力を要請。
5/31	14:33	経団連会館発	
5/31	14:42	官邸着　	
5/31	14:43	梶山地方創生担当大臣と面会　内閣府の河内隆事務次官、田和宏政策統括官が同席（～15:04）	
5/31	15:16	茂木大臣と面会　経済産業省の糟谷敏秀経済産業政策局長が同席（～15:30）	
5/31	15:50	日本学術会議の会長を務める京都大学の山極壽一学長らからＧ７サミットに向けた各国学術機関の提言書の手交を受ける。（～16:02）	
5/31	16:42	教育再生実行会議に出席（～17:05）	
5/31	17:06	外務省の森健良外務審議官、山﨑和之外務審議官、金杉憲治アジア大洋州局長、岡浩中東アフリカ局長と面会（～17:30）	
5/31	18:12	ベトナムのクアン国家主席を出迎え、記念撮影（～18:14）	
5/31	18:15	クアン国家主席と会談（～19:10）	
5/31	19:13	クアン国家主席とともに署名式、文書交換式、共同記者発表を行う。（～19:33）	
5/31	19:34	官邸発	
5/31	19:35	公邸着　安倍総理大臣夫妻主催の晩餐会（～21:04）
5/31	21:05	クアン国家主席を見送り	
5/31	22:00	そのまま公邸泊	
5/30	10:02	官邸着。記者団に対し「おはよう」と挨拶をする	
5/30	10:15	西村官房副長官と面会	
5/30	11:33	野上官房副長官が加わる	
5/30	11:48	西村官房副長官と野上官房副長官が出る	
5/30	12:49	官邸発	
5/30	12:59	東京・丸の内の東京国際フォーラム着。全国市議会議長会の定期総会に出席し「地方の声に徹底して耳を傾けるという姿勢、それぞれの地方にしかないもの、それぞれの特色を生かすことで、全国津々浦々の地方創生を応援して参ります」とあいさつ	
5/30	13:14	東京国際フォーラム発	
5/30	14:26	官邸着	
5/30	14:52	官邸発	
5/30	14:53	国会着	
5/30	14:56	衆議院第一委員室に入る	
5/30	15:00	党首討論（～15:47）	
5/30	15:48	衆議院第一委員室を出る	
5/30	15:50	国会発	
5/30	15:52	官邸着	
5/30	15:55	麻生副総理兼財務大臣と面会（～16:23）	
5/30	16:24	自民党の石原伸晃外交戦略会議議長らと面会（～16:41）	
5/30	16:42	自民党の河井克行総裁外交特別補佐と面会（～16:48)	
5/30	16:50	「ニッポン一億総活躍プラン」フォローアップ会合に出席し「働き方改革については長時間労働の是正、同一労働同一賃金、高度プロフェッショナル制度の創設などの働き方改革法案を国会で審議していただいている。ぜひとも会期内の成立を目指したいと思う」と述べる。（～17:25)	
5/30	17:35	林文部科学大臣、小松親次郎文部科学審議官と面会(～17:40）	
5/30	17:41	外務省の山﨑和之外務審議官、財務省の武内良樹国際局長、経済産業省の寺澤達也商務情報政策局長、総務省の富永昌彦総務審議官と面会（～18:19）	
5/30	18:31	官邸発	
5/30	18:40	皇居着。ベトナムのクアン国家主席夫妻を歓迎する宮中晩さん会に出席	○
5/30	21:57	皇居発	
5/30	22:12	東京・富ヶ谷の私邸着	

5/29	7:56	東京・富ヶ谷の私邸発	
5/29	8:12	官邸着　記者団に手を挙げて「おはよう」とあいさつ	
5/29	8:16	東京オリンピック・パラリンピック推進本部（～8:29）	
5/29	8:33	閣議（～8:42)	
5/29	8:45	河野外務大臣と面会（～9:21）	
5/29	9:22	梶山地方創生担当大臣と面会（～9:38)	
5/29	10:10	自民党の中小企業・小規模事業者政策調査会の調査会長を務める竹本直一衆議院議員らから提言書受け取り（～10:23）	
5/29	10:24	外務省の森健良外務審議官、山﨑和之外務審議官と面会（～11:02）	
5/29	11:03	石原慎太郎元東京都知事、亀井静香元自民党政務調査会長と面会（～12:06）	
5/29	12:07	公明党の山口代表と会談（～13:05）
5/29	13:49	谷内正太郎国家安全保障局長、北村滋内閣情報官、外務省の鈴木哲総合外交政策局長、防衛省の前田哲防衛政策局長、自衛隊の河野克俊統合幕僚長と面会（～14:25）	
5/29	14:29	外務省の森外務審議官、山﨑外務審議官と面会（～15:11）	
5/29	15:17	「全米さくらの女王」のマーガレット・オメーラさんら表敬（～15:25）	
5/29	15:26	全国犯罪被害者の会（あすの会）の岡村勲顧問と面会（～16:16）	
5/29	16:17	松山一億総活躍担当大臣、内閣府の新原浩朗政策統括官と面会（～16:32）	
5/29	16:38	谷内国家安全保障局長、北村内閣情報官、内閣衛星情報センターの木野村謙一所長が入る	
5/29	16:50	谷内国家安全保障局長、内閣衛星情報センターの木野村所長が出る	
5/29	17:03	北村内閣情報官が出る	
5/29	17:07	国と地方の協議の場（～17:12)	
5/29	17:13	世耕経済産業大臣、中川環境大臣、中根一幸外務副大臣らと面会（～17:51)	
5/29	17:52	谷内国家安全保障局長、外務省の秋葉剛男事務次官、森外務審議官が入る	
5/29	18:20	谷内国家安全保障局長が出る	
5/29	18:32	外務省の秋葉事務次官、森外務審議官が出る	
5/29	18:41	官邸発	
5/29	18:42	公邸着
5/28	7:31	東京・富ヶ谷の私邸発	
5/28	7:43	官邸着<br>記者団に対し、固い表情で「おはようございます」とあいさつ	
5/28	7:49	西村康稔官房副長官と野上浩太郎官房副長官との打ち合わせ	
5/28	8:00	野上官房副長官が出た	
5/28	8:15	西村官房副長官が出た	
5/28	8:18	官邸発	
5/28	8:21	国会着	
5/28	8:22	参議院　第１委員会室に入る	
5/28	8:26	参議院予算委員会開会	
5/28	12:00	参議院予算委員会散会、第１委員会室を出る	
5/28	12:02	国会発	
5/28	12:04	官邸着	
5/28	12:51	官邸発	
5/28	12:52	国会着	
5/28	12:53	衆議院　第１委員室に入る	
5/28	12:58	衆議院予算委員会開会	
5/28	16:42	衆議院予算委員会散会、第１委員室を出る	
5/28	16:45	院内の総理大臣室に入る<br>茂木経済再生担当大臣、内閣府の河内隆事務次官、新原浩朗政策統括官と経済財政諮問会議のレク（～16:58）	
5/28	17:01	院内の総理大臣室を出る	
5/28	17:03	院内の自民党総裁室に入る<br>自民党役員会（～17:18）	
5/28	17:19	院内の自民党総裁室を出る	
5/28	17:21	国会発	
5/28	17:22	官邸着	
5/28	17:24	北朝鮮による拉致被害者家族会の飯塚繁雄代表、横田早紀江さんらと面会（～17:51）	
5/28	17:56	自民党の財政再建に関する特命委員会の委員長を務める岸田政調会長から提言書受け取り（～18:11）	
5/28	18:12	公明党の石田政調会長らから骨太方針に向けた提言書受け取り（～18:24）	
5/28	18:25	経済財政諮問会議（～19:07）	
5/28	19:29	官邸発	
5/28	19:36	皇居着　帰国の記帳	
5/28	19:45	皇居発	
5/28	19:56	東京・丸の内のパレスホテル東京着<br>ホテル内の宴会場で、日銀の黒田東彦総裁、アメリカのコロンビア大学ビジネススクール　日本経済経営研究所の教授らと会食
5/28	21:02	パレスホテル東京発	
5/28	21:12	公邸着	
5/28	21:33	アメリカのトランプ大統領と電話首脳会談（～22:03）	
5/28	22:17	報道各社のインタビューで拉致問題について「トランプ大統領には、米朝首脳会談で取り上げることを約束していただいているが、本日お目にかかった拉致被害者の家族から話をうかがい、その気持ちをトランプ大統領に伝え、解決が絶対に必要で重要だということを話した」と述べる。	
5/28	22:19	公邸発	
5/28	22:34	私邸着
5/27	0:00	（日本時間の未明）日ロの宇宙飛行士と交信<br>国際宇宙ステーションに滞在の金井宣茂宇宙飛行士、ロシアのアントン・シュカプレロフ宇宙飛行士と交信
5/27	1:35	（日本時間の未明）文書交換式	
5/27	1:43	（日本時間の未明）共同記者発表（～2:09）<br>「過去７０年以上にわたり解決できなかった平和条約の締結は容易ではないが、私たちの世代でこの問題に終止符を打ちたい」と述べる。
5/27	6:00	（日本時間午前）　ボリショイ劇場で「ロシアにおける日本年」「日本におけるロシア年」開会式及びレセプション　	
5/27	6:00	（日本時間午前６時過ぎ）政府専用機でモスクワのヴヌコヴォ国際空港発	
5/27	14:46	羽田空港着	
5/27	15:01	羽田空港発	
5/27	15:27	東京・富ヶ谷の私邸着	
5/27	16:56	西村康稔官房副長官、野上浩太郎官房副長官らが国会答弁の勉強会のため私邸に入る	
5/27	19:10	全員出る　※ロシア滞在時の時間は官邸報道室などの発表
5/26	2:15	（日本時間午前）サンクトペテルブルクの国際会議場「エキスポフォーラム・コンベンション＆エキシビジョンセンター」で、サンクトペテルブルク国際経済フォーラムの日ロビジネス対話に出席（～3:17）	
5/26	5:13	（日本時間午前）サンクトペテルブルク郊外のエカテリーナ宮殿で、指揮者ワレリー・ゲルギエフ氏主催の「白夜のガラコンサート」（～6:00）<br><br>コンスタンチン宮殿に宿泊	
5/26	15:30	（日本時間午後）サンクトペテルブルクのプルコボ国際空港発	
5/26	16:50	（日本時間午後）モスクワのブヌコボ国際空港着	
